t[us];I[A];U[V];P[W];calka
4658;-10,63;2,323;-24,69;-12,34
4659;-11,02;2,323;-25,6;-12,8
4660;-11,02;2,402;-26,47;-13,24
4661;-11,02;2,402;-26,47;-13,24
4662;-11,02;2,402;-26,47;-13,24
4663;-10,63;2,402;-25,53;-12,76
4664;-10,63;2,402;-25,53;-12,76
4665;-11,02;2,402;-26,47;-13,24
4666;-11,02;2,402;-26,47;-13,24
4667;-10,63;2,402;-25,53;-12,76
4668;-10,63;2,323;-24,69;-12,34
4669;-10,63;2,362;-25,11;-12,56
4670;-11,02;2,402;-26,47;-13,24
4671;-11,02;2,402;-26,47;-13,24
4672;-10,63;2,362;-25,11;-12,56
4673;-11,02;2,323;-25,6;-12,8
4674;-10,63;2,402;-25,53;-12,76
4675;-11,02;2,402;-26,47;-13,24
4676;-11,02;2,402;-26,47;-13,24
4677;-10,63;2,323;-24,69;-12,34
4678;-10,63;2,323;-24,69;-12,34
4679;-10,63;2,402;-25,53;-12,76
4680;-10,63;2,402;-25,53;-12,76
4681;-11,02;2,362;-26,03;-13,02
4682;-10,63;2,402;-25,53;-12,76
4683;-10,63;2,402;-25,53;-12,76
4684;-10,63;2,323;-24,69;-12,34
4685;-11,02;2,402;-26,47;-13,24
4686;-11,02;2,402;-26,47;-13,24
4687;-11,02;2,402;-26,47;-13,24
4688;-11,02;2,323;-25,6;-12,8
4689;-10,63;2,323;-24,69;-12,34
4690;-10,63;2,402;-25,53;-12,76
4691;-11,02;2,362;-26,03;-13,02
4692;-10,63;2,402;-25,53;-12,76
4693;-10,63;2,323;-24,69;-12,34
4694;-10,63;2,362;-25,11;-12,56
4695;-10,63;2,362;-25,11;-12,56
4696;-10,63;2,323;-24,69;-12,34
4697;-11,02;2,362;-26,03;-13,02
4698;-11,02;2,323;-25,6;-12,8
4699;-10,63;2,323;-24,69;-12,34
4700;-11,02;2,362;-26,03;-13,02
4701;-10,63;2,362;-25,11;-12,56
4702;-10,63;2,323;-24,69;-12,34
4703;-11,02;2,323;-25,6;-12,8
4704;-10,63;2,323;-24,69;-12,34
4705;-10,63;2,323;-24,69;-12,34
4706;-10,63;2,402;-25,53;-12,76
4707;-11,02;2,362;-26,03;-13,02
4708;-10,63;2,362;-25,11;-12,56
4709;-11,02;2,323;-25,6;-12,8
4710;-10,63;2,362;-25,11;-12,56
4711;-10,63;2,402;-25,53;-12,76
4712;-10,63;2,362;-25,11;-12,56
4713;-11,02;2,362;-26,03;-13,02
4714;-11,02;2,362;-26,03;-13,02
4715;-10,63;2,362;-25,11;-12,56
4716;-10,63;2,323;-24,69;-12,34
4717;-10,63;2,362;-25,11;-12,56
4718;-10,63;2,362;-25,11;-12,56
4719;-10,63;2,402;-25,53;-12,76
4720;-11,02;2,402;-26,47;-13,24
4721;-10,63;2,362;-25,11;-12,56
4722;-10,63;2,402;-25,53;-12,76
4723;-11,02;2,402;-26,47;-13,24
4724;-10,63;2,323;-24,69;-12,34
4725;-10,63;2,402;-25,53;-12,76
4726;-10,63;2,402;-25,53;-12,76
4727;-10,63;2,362;-25,11;-12,56
4728;-11,02;2,402;-26,47;-13,24
4729;-10,63;2,362;-25,11;-12,56
4730;-10,63;2,402;-25,53;-12,76
4731;-10,63;2,323;-24,69;-12,34
4732;-11,02;2,362;-26,03;-13,02
4733;-10,63;2,362;-25,11;-12,56
4734;-10,63;2,323;-24,69;-12,34
4735;-10,63;2,362;-25,11;-12,56
4736;-10,63;2,323;-24,69;-12,34
4737;-10,63;2,323;-24,69;-12,34
4738;-11,02;2,323;-25,6;-12,8
4739;-10,63;2,323;-24,69;-12,34
4740;-10,63;2,323;-24,69;-12,34
4741;-10,63;2,402;-25,53;-12,76
4742;-11,02;2,362;-26,03;-13,02
4743;-10,63;2,362;-25,11;-12,56
4744;-10,63;2,323;-24,69;-12,34
4745;-10,63;2,362;-25,11;-12,56
4746;-10,63;2,402;-25,53;-12,76
4747;-11,02;2,362;-26,03;-13,02
4748;-11,02;2,362;-26,03;-13,02
4749;-11,02;2,362;-26,03;-13,02
4750;-10,63;2,323;-24,69;-12,34
4751;-10,63;2,362;-25,11;-12,56
4752;-10,63;2,362;-25,11;-12,56
4753;-10,63;2,402;-25,53;-12,76
4754;-11,02;2,323;-25,6;-12,8
4755;-11,02;2,362;-26,03;-13,02
4756;-10,63;2,323;-24,69;-12,34
4757;-10,63;2,323;-24,69;-12,34
4758;-10,63;2,323;-24,69;-12,34
4759;-11,02;2,362;-26,03;-13,02
4760;-11,02;2,323;-25,6;-12,8
4761;-11,02;2,323;-25,6;-12,8
4762;-10,63;2,323;-24,69;-12,34
4763;-10,63;2,323;-24,69;-12,34
4764;-10,63;2,362;-25,11;-12,56
4765;-11,02;2,362;-26,03;-13,02
4766;-10,63;2,362;-25,11;-12,56
4767;-10,63;2,402;-25,53;-12,76
4768;-11,02;2,362;-26,03;-13,02
4769;-11,02;2,402;-26,47;-13,24
4770;-11,02;2,402;-26,47;-13,24
4771;-10,63;2,402;-25,53;-12,76
4772;-10,63;2,362;-25,11;-12,56
4773;-10,63;2,362;-25,11;-12,56
4774;-11,02;2,362;-26,03;-13,02
4775;-10,63;2,362;-25,11;-12,56
4776;-10,63;2,402;-25,53;-12,76
4777;-10,63;2,402;-25,53;-12,76
4778;-10,63;2,323;-24,69;-12,34
4779;-11,02;2,323;-25,6;-12,8
4780;-10,63;2,323;-24,69;-12,34
4781;-10,63;2,362;-25,11;-12,56
4782;-10,63;2,402;-25,53;-12,76
4783;-11,02;2,323;-25,6;-12,8
4784;-10,63;2,323;-24,69;-12,34
4785;-10,63;2,323;-24,69;-12,34
4786;-11,02;2,323;-25,6;-12,8
4787;-10,63;2,323;-24,69;-12,34
4788;-11,02;2,362;-26,03;-13,02
4789;-11,02;2,362;-26,03;-13,02
4790;-10,63;2,362;-25,11;-12,56
4791;-10,63;2,362;-25,11;-12,56
4792;-10,63;2,362;-25,11;-12,56
4793;-10,63;2,362;-25,11;-12,56
4794;-10,63;2,323;-24,69;-12,34
4795;-10,63;2,323;-24,69;-12,34
4796;-10,63;2,402;-25,53;-12,76
4797;-10,63;2,402;-25,53;-12,76
4798;-10,63;2,362;-25,11;-12,56
4799;-11,02;2,323;-25,6;-12,8
4800;-11,02;2,362;-26,03;-13,02
4801;-11,02;2,323;-25,6;-12,8
4802;-10,63;2,362;-25,11;-12,56
4803;-10,63;2,323;-24,69;-12,34
4804;-10,63;2,323;-24,69;-12,34
4805;-10,63;2,323;-24,69;-12,34
4806;-10,63;2,323;-24,69;-12,34
4807;-11,02;2,323;-25,6;-12,8
4808;-10,63;2,323;-24,69;-12,34
4809;-10,63;2,323;-24,69;-12,34
4810;-10,63;2,323;-24,69;-12,34
4811;-11,02;2,323;-25,6;-12,8
4812;-11,02;2,323;-25,6;-12,8
4813;-10,63;2,362;-25,11;-12,56
4814;-10,63;2,362;-25,11;-12,56
4815;-11,02;2,402;-26,47;-13,24
4816;-11,02;2,402;-26,47;-13,24
4817;-11,02;2,402;-26,47;-13,24
4818;-10,63;2,402;-25,53;-12,76
4819;-10,63;2,402;-25,53;-12,76
4820;-10,63;2,402;-25,53;-12,76
4821;-10,63;2,362;-25,11;-12,56
4822;-10,63;2,323;-24,69;-12,34
4823;-10,63;2,323;-24,69;-12,34
4824;-11,02;2,323;-25,6;-12,8
4825;-10,63;2,323;-24,69;-12,34
4826;-10,63;2,323;-24,69;-12,34
4827;-10,63;2,323;-24,69;-12,34
4828;-10,63;2,362;-25,11;-12,56
4829;-10,63;2,323;-24,69;-12,34
4830;-10,63;2,323;-24,69;-12,34
4831;-11,02;2,323;-25,6;-12,8
4832;-10,63;2,323;-24,69;-12,34
4833;-10,63;2,323;-24,69;-12,34
4834;-10,63;2,323;-24,69;-12,34
4835;-10,63;2,323;-24,69;-12,34
4836;-10,63;2,362;-25,11;-12,56
4837;-11,02;2,362;-26,03;-13,02
4838;-11,02;2,362;-26,03;-13,02
4839;-10,63;2,323;-24,69;-12,34
4840;-10,63;2,323;-24,69;-12,34
4841;-10,63;2,323;-24,69;-12,34
4842;-10,63;2,362;-25,11;-12,56
4843;-11,02;2,362;-26,03;-13,02
4844;-11,02;2,362;-26,03;-13,02
4845;-10,63;2,362;-25,11;-12,56
4846;-10,63;2,362;-25,11;-12,56
4847;-10,63;2,362;-25,11;-12,56
4848;-11,02;2,323;-25,6;-12,8
4849;-10,63;2,323;-24,69;-12,34
4850;-11,02;2,323;-25,6;-12,8
4851;-10,63;2,323;-24,69;-12,34
4852;-10,63;2,323;-24,69;-12,34
4853;-10,63;2,323;-24,69;-12,34
4854;-10,63;2,323;-24,69;-12,34
4855;-10,63;2,323;-24,69;-12,34
4856;-11,02;2,323;-25,6;-12,8
4857;-10,63;2,323;-24,69;-12,34
4858;-10,63;2,323;-24,69;-12,34
4859;-11,02;2,323;-25,6;-12,8
4860;-10,63;2,323;-24,69;-12,34
4861;-10,63;2,362;-25,11;-12,56
4862;-10,63;2,362;-25,11;-12,56
4863;-10,63;2,362;-25,11;-12,56
4864;-11,02;2,402;-26,47;-13,24
4865;-10,63;2,362;-25,11;-12,56
4866;-10,63;2,323;-24,69;-12,34
4867;-10,63;2,362;-25,11;-12,56
4868;-10,63;2,362;-25,11;-12,56
4869;-10,63;2,362;-25,11;-12,56
4870;-10,63;2,362;-25,11;-12,56
4871;-10,63;2,402;-25,53;-12,76
4872;-10,63;2,323;-24,69;-12,34
4873;-11,02;2,323;-25,6;-12,8
4874;-10,63;2,362;-25,11;-12,56
4875;-10,63;2,323;-24,69;-12,34
4876;-10,63;2,323;-24,69;-12,34
4877;-10,63;2,323;-24,69;-12,34
4878;-10,63;2,323;-24,69;-12,34
4879;-10,63;2,323;-24,69;-12,34
4880;-10,63;2,323;-24,69;-12,34
4881;-10,63;2,323;-24,69;-12,34
4882;-10,63;2,362;-25,11;-12,56
4883;-11,02;2,323;-25,6;-12,8
4884;-11,02;2,323;-25,6;-12,8
4885;-10,63;2,362;-25,11;-12,56
4886;-10,63;2,323;-24,69;-12,34
4887;-11,02;2,323;-25,6;-12,8
4888;-10,63;2,323;-24,69;-12,34
4889;-10,63;2,323;-24,69;-12,34
4890;-10,63;2,323;-24,69;-12,34
4891;-10,63;2,323;-24,69;-12,34
4892;-10,63;2,323;-24,69;-12,34
4893;-10,63;2,323;-24,69;-12,34
4894;-10,63;2,323;-24,69;-12,34
4895;-11,02;2,323;-25,6;-12,8
4896;-10,63;2,323;-24,69;-12,34
4897;-10,63;2,323;-24,69;-12,34
4898;-10,63;2,323;-24,69;-12,34
4899;-11,02;2,323;-25,6;-12,8
4900;-10,63;2,323;-24,69;-12,34
4901;-10,63;2,362;-25,11;-12,56
4902;-11,02;2,323;-25,6;-12,8
4903;-10,63;2,323;-24,69;-12,34
4904;-11,02;2,323;-25,6;-12,8
4905;-10,63;2,323;-24,69;-12,34
4906;-10,63;2,323;-24,69;-12,34
4907;-10,63;2,323;-24,69;-12,34
4908;-11,02;2,323;-25,6;-12,8
4909;-10,63;2,323;-24,69;-12,34
4910;-10,63;2,323;-24,69;-12,34
4911;-11,02;2,323;-25,6;-12,8
4912;-11,02;2,323;-25,6;-12,8
4913;-10,63;2,323;-24,69;-12,34
4914;-10,63;2,323;-24,69;-12,34
4915;-10,63;2,323;-24,69;-12,34
4916;-10,63;2,323;-24,69;-12,34
4917;-10,63;2,323;-24,69;-12,34
4918;-10,63;2,362;-25,11;-12,56
4919;-11,02;2,323;-25,6;-12,8
4920;-10,63;2,402;-25,53;-12,76
4921;-11,02;2,362;-26,03;-13,02
4922;-10,63;2,323;-24,69;-12,34
4923;-10,63;2,362;-25,11;-12,56
4924;-10,63;2,323;-24,69;-12,34
4925;-11,02;2,402;-26,47;-13,24
4926;-10,63;2,362;-25,11;-12,56
4927;-10,63;2,323;-24,69;-12,34
4928;-10,63;2,362;-25,11;-12,56
4929;-11,02;2,323;-25,6;-12,8
4930;-10,63;2,323;-24,69;-12,34
4931;-10,63;2,323;-24,69;-12,34
4932;-10,63;2,323;-24,69;-12,34
4933;-10,63;2,323;-24,69;-12,34
4934;-11,02;2,323;-25,6;-12,8
4935;-10,63;2,323;-24,69;-12,34
4936;-11,02;2,323;-25,6;-12,8
4937;-10,63;2,323;-24,69;-12,34
4938;-10,63;2,323;-24,69;-12,34
4939;-10,63;2,323;-24,69;-12,34
4940;-10,63;2,323;-24,69;-12,34
4941;-11,02;2,323;-25,6;-12,8
4942;-11,02;2,323;-25,6;-12,8
4943;-10,63;2,323;-24,69;-12,34
4944;-10,63;2,323;-24,69;-12,34
4945;-10,63;2,323;-24,69;-12,34
4946;-10,63;2,323;-24,69;-12,34
4947;-10,63;2,323;-24,69;-12,34
4948;-11,02;2,323;-25,6;-12,8
4949;-10,63;2,323;-24,69;-12,34
4950;-11,02;2,323;-25,6;-12,8
4951;-11,02;2,323;-25,6;-12,8
4952;-10,63;2,323;-24,69;-12,34
4953;-10,63;2,323;-24,69;-12,34
4954;-10,63;2,323;-24,69;-12,34
4955;-10,63;2,323;-24,69;-12,34
4956;-10,63;2,323;-24,69;-12,34
4957;-10,63;2,323;-24,69;-12,34
4958;-10,63;2,323;-24,69;-12,34
4959;-10,63;2,323;-24,69;-12,34
4960;-11,02;2,323;-25,6;-12,8
4961;-11,02;2,323;-25,6;-12,8
4962;-11,02;2,323;-25,6;-12,8
4963;-10,63;2,323;-24,69;-12,34
4964;-11,02;2,323;-25,6;-12,8
4965;-10,63;2,323;-24,69;-12,34
4966;-10,24;4,252;-43,54;-21,77
4967;-6,69;4,331;-28,97;-14,48
4968;-4,33;4,843;-20,97;-10,48
4969;-1,57;4,449;-6,98;-3,49
4970;1,18;4,055;4,78;2,39
4971;2,76;4,37;12,06;6,03
4972;4,72;4,213;19,89;9,94
4973;6,69;4,016;26,87;13,44
4974;8,27;4,173;34,51;17,26
4975;9,84;4,055;39,9;19,95
4976;11,81;3,898;46,04;23,02
4977;12,99;3,937;51,14;25,57
4978;14,17;3,898;55,23;27,62
4979;16,14;3,74;60,36;30,18
4980;16,93;3,819;64,66;32,33
4981;17,72;3,858;68,36;34,18
4982;18,9;3,74;70,69;35,34
4983;19,69;3,74;73,64;36,82
4984;21,26;3,74;79,51;39,76
4985;22,05;3,701;81,61;40,8
4986;22,44;3,74;83,93;41,96
4987;22,83;3,819;87,19;43,6
4988;24,02;3,701;88,9;44,45
4989;25,59;3,661;93,68;46,84
4990;25,98;3,701;96,15;48,08
4991;25,98;3,701;96,15;48,08
4992;26,38;3,74;98,66;49,33
4993;27,56;3,701;102;51
4994;28,74;3,583;102,98;51,49
4995;29,13;3,583;104,37;52,18
4996;29,13;3,661;106,64;53,32
4997;29,13;3,622;105,51;52,76
4998;29,92;3,583;107,2;53,6
4999;31,1;3,543;110,19;55,1
5000;31,5;3,504;110,38;55,19
5001;31,89;3,543;112,99;56,5
5002;31,5;3,583;112,86;56,43
5003;31,89;3,465;110,5;55,25
5004;33,07;3,465;114,59;57,3
5005;33,46;3,425;114,6;57,3
5006;33,46;3,425;114,6;57,3
5007;33,46;3,504;117,24;58,62
5008;33,46;3,504;117,24;58,62
5009;35,04;3,425;120,01;60
5010;35,43;3,386;119,97;59,98
5011;35,04;3,425;120,01;60
5012;34,65;3,465;120,06;60,03
5013;34,65;3,504;121,41;60,7
5014;35,83;3,386;121,32;60,66
5015;36,61;3,386;123,96;61,98
5016;36,22;3,425;124,05;62,02
5017;35,83;3,504;125,55;62,78
5018;36,22;3,425;124,05;62,02
5019;36,61;3,386;123,96;61,98
5020;37,01;3,346;123,84;61,92
5021;37,4;3,386;126,64;63,32
5022;37,01;3,425;126,76;63,38
5023;37,01;3,425;126,76;63,38
5024;37,4;3,346;125,14;62,57
5025;38,19;3,268;124,8;62,4
5026;38,19;3,346;127,78;63,89
5027;37,4;3,386;126,64;63,32
5028;37,4;3,386;126,64;63,32
5029;38,19;3,268;124,8;62,4
5030;38,19;3,268;124,8;62,4
5031;38,19;3,268;124,8;62,4
5032;38,19;3,346;127,78;63,89
5033;38,19;3,346;127,78;63,89
5034;38,19;3,346;127,78;63,89
5035;38,58;3,268;126,08;63,04
5036;38,58;3,268;126,08;63,04
5037;38,58;3,346;129,09;64,54
5038;38,19;3,386;129,31;64,66
5039;38,58;3,307;127,58;63,79
5040;38,98;3,268;127,39;63,7
5041;38,98;3,268;127,39;63,7
5042;38,58;3,346;129,09;64,54
5043;38,19;3,346;127,78;63,89
5044;38,58;3,268;126,08;63,04
5045;38,98;3,228;125,83;62,92
5046;38,98;3,228;125,83;62,92
5047;38,98;3,268;127,39;63,7
5048;38,58;3,268;126,08;63,04
5049;38,98;3,268;127,39;63,7
5050;38,98;3,228;125,83;62,92
5051;39,37;3,228;127,09;63,54
5052;38,98;3,228;125,83;62,92
5053;38,58;3,268;126,08;63,04
5054;38,58;3,268;126,08;63,04
5055;38,98;3,228;125,83;62,92
5056;39,37;3,228;127,09;63,54
5057;38,58;3,268;126,08;63,04
5058;38,58;3,268;126,08;63,04
5059;38,58;3,268;126,08;63,04
5060;38,98;3,228;125,83;62,92
5061;38,98;3,228;125,83;62,92
5062;38,58;3,228;124,54;62,27
5063;38,58;3,268;126,08;63,04
5064;38,58;3,268;126,08;63,04
5065;38,58;3,228;124,54;62,27
5066;38,98;3,228;125,83;62,92
5067;38,98;3,228;125,83;62,92
5068;38,58;3,268;126,08;63,04
5069;38,58;3,268;126,08;63,04
5070;38,98;3,268;127,39;63,7
5071;38,98;3,228;125,83;62,92
5072;38,98;3,268;127,39;63,7
5073;38,58;3,268;126,08;63,04
5074;38,58;3,228;124,54;62,27
5075;38,58;3,268;126,08;63,04
5076;38,98;3,189;124,31;62,16
5077;38,58;3,268;126,08;63,04
5078;38,58;3,268;126,08;63,04
5079;38,58;3,268;126,08;63,04
5080;38,58;3,228;124,54;62,27
5081;38,98;3,228;125,83;62,92
5082;38,58;3,189;123,03;61,52
5083;38,19;3,228;123,28;61,64
5084;38,58;3,228;124,54;62,27
5085;38,58;3,228;124,54;62,27
5086;38,98;3,189;124,31;62,16
5087;38,58;3,189;123,03;61,52
5088;38,19;3,228;123,28;61,64
5089;38,19;3,228;123,28;61,64
5090;38,58;3,189;123,03;61,52
5091;38,58;3,189;123,03;61,52
5092;38,19;3,228;123,28;61,64
5093;38,19;3,228;123,28;61,64
5094;38,19;3,268;124,8;62,4
5095;38,58;3,189;123,03;61,52
5096;38,58;3,228;124,54;62,27
5097;38,19;3,228;123,28;61,64
5098;38,19;3,228;123,28;61,64
5099;38,19;3,228;123,28;61,64
5100;38,19;3,189;121,79;60,9
5101;38,19;3,189;121,79;60,9
5102;38,19;3,228;123,28;61,64
5103;38,19;3,228;123,28;61,64
5104;38,19;3,189;121,79;60,9
5105;38,19;3,15;120,3;60,15
5106;38,19;3,11;118,77;59,38
5107;38,19;3,189;121,79;60,9
5108;38,19;3,228;123,28;61,64
5109;37,8;3,228;122,02;61,01
5110;38,19;3,228;123,28;61,64
5111;38,19;3,15;120,3;60,15
5112;38,19;3,228;123,28;61,64
5113;37,8;3,268;123,53;61,76
5114;38,19;3,189;121,79;60,9
5115;38,19;3,189;121,79;60,9
5116;38,19;3,228;123,28;61,64
5117;38,19;3,228;123,28;61,64
5118;37,8;3,268;123,53;61,76
5119;37,8;3,228;122,02;61,01
5120;38,19;3,228;123,28;61,64
5121;38,19;3,11;118,77;59,38
5122;38,19;3,228;123,28;61,64
5123;37,8;3,268;123,53;61,76
5124;37,8;3,268;123,53;61,76
5125;38,19;3,228;123,28;61,64
5126;38,19;3,189;121,79;60,9
5127;38,19;3,189;121,79;60,9
5128;37,8;3,189;120,54;60,27
5129;37,4;3,228;120,73;60,36
5130;38,19;3,189;121,79;60,9
5131;38,19;3,228;123,28;61,64
5132;38,19;3,189;121,79;60,9
5133;37,8;3,268;123,53;61,76
5134;37,4;3,228;120,73;60,36
5135;37,8;3,228;122,02;61,01
5136;38,19;3,031;115,75;57,88
5137;37,8;3,228;122,02;61,01
5138;37,8;3,228;122,02;61,01
5139;37,4;3,228;120,73;60,36
5140;37,8;3,189;120,54;60,27
5141;37,8;3,268;123,53;61,76
5142;37,4;3,189;119,27;59,64
5143;37,4;3,228;120,73;60,36
5144;37,4;3,189;119,27;59,64
5145;37,4;3,228;120,73;60,36
5146;37,8;3,228;122,02;61,01
5147;37,8;3,228;122,02;61,01
5148;37,4;3,189;119,27;59,64
5149;37,4;3,189;119,27;59,64
5150;37,4;3,228;120,73;60,36
5151;37,8;3,15;119,07;59,54
5152;37,8;3,189;120,54;60,27
5153;37,4;3,189;119,27;59,64
5154;37,4;3,228;120,73;60,36
5155;37,4;3,15;117,81;58,9
5156;37,8;3,189;120,54;60,27
5157;37,4;3,189;119,27;59,64
5158;37,4;3,228;120,73;60,36
5159;37,4;3,228;120,73;60,36
5160;37,01;3,189;118,02;59,01
5161;37,8;3,228;122,02;61,01
5162;37,8;3,189;120,54;60,27
5163;37,4;3,228;120,73;60,36
5164;37,01;3,228;119,47;59,74
5165;37,01;3,268;120,95;60,48
5166;37,4;3,268;122,22;61,11
5167;37,4;3,228;120,73;60,36
5168;37,01;3,268;120,95;60,48
5169;37,01;3,268;120,95;60,48
5170;37,4;3,189;119,27;59,64
5171;37,4;3,228;120,73;60,36
5172;37,4;3,228;120,73;60,36
5173;37,01;3,268;120,95;60,48
5174;37,01;3,268;120,95;60,48
5175;37,4;3,228;120,73;60,36
5176;37,01;3,228;119,47;59,74
5177;37,4;3,189;119,27;59,64
5178;37,01;3,228;119,47;59,74
5179;37,01;3,189;118,02;59,01
5180;37,01;3,228;119,47;59,74
5181;37,4;3,189;119,27;59,64
5182;37,4;3,228;120,73;60,36
5183;37,01;3,228;119,47;59,74
5184;37,01;3,268;120,95;60,48
5185;37,01;3,189;118,02;59,01
5186;37,4;3,15;117,81;58,9
5187;37,4;3,228;120,73;60,36
5188;37,01;3,228;119,47;59,74
5189;37,01;3,268;120,95;60,48
5190;37,01;3,268;120,95;60,48
5191;37,4;3,268;122,22;61,11
5192;37,4;3,228;120,73;60,36
5193;37,01;3,268;120,95;60,48
5194;37,01;3,189;118,02;59,01
5195;37,01;3,228;119,47;59,74
5196;37,4;3,228;120,73;60,36
5197;37,4;3,189;119,27;59,64
5198;37,01;3,228;119,47;59,74
5199;37,01;3,268;120,95;60,48
5200;37,01;3,228;119,47;59,74
5201;37,01;3,15;116,58;58,29
5202;37,01;3,189;118,02;59,01
5203;37,01;3,189;118,02;59,01
5204;36,61;3,228;118,18;59,09
5205;37,01;3,228;119,47;59,74
5206;37,4;3,15;117,81;58,9
5207;37,4;3,228;120,73;60,36
5208;37,01;3,228;119,47;59,74
5209;37,01;3,15;116,58;58,29
5210;37,01;3,268;120,95;60,48
5211;37,01;3,189;118,02;59,01
5212;37,4;3,228;120,73;60,36
5213;37,01;3,268;120,95;60,48
5214;36,61;3,268;119,64;59,82
5215;37,01;3,228;119,47;59,74
5216;37,01;3,228;119,47;59,74
5217;37,01;3,228;119,47;59,74
5218;37,01;3,268;120,95;60,48
5219;37,01;3,346;123,84;61,92
5220;37,01;3,228;119,47;59,74
5221;37,01;3,228;119,47;59,74
5222;37,4;3,228;120,73;60,36
5223;37,01;3,228;119,47;59,74
5224;36,61;3,268;119,64;59,82
5225;37,01;3,228;119,47;59,74
5226;37,01;3,189;118,02;59,01
5227;37,01;3,228;119,47;59,74
5228;37,01;3,228;119,47;59,74
5229;36,61;3,228;118,18;59,09
5230;36,61;3,268;119,64;59,82
5231;37,01;3,228;119,47;59,74
5232;37,01;3,228;119,47;59,74
5233;37,01;3,268;120,95;60,48
5234;36,61;3,425;125,39;62,7
5235;37,01;3,228;119,47;59,74
5236;37,01;3,228;119,47;59,74
5237;37,01;3,268;120,95;60,48
5238;37,01;3,268;120,95;60,48
5239;37,01;3,346;123,84;61,92
5240;37,01;3,268;120,95;60,48
5241;37,01;3,228;119,47;59,74
5242;37,01;3,228;119,47;59,74
5243;36,61;3,268;119,64;59,82
5244;36,61;3,268;119,64;59,82
5245;37,01;3,228;119,47;59,74
5246;37,01;3,189;118,02;59,01
5247;37,01;3,189;118,02;59,01
5248;37,01;3,228;119,47;59,74
5249;36,61;3,268;119,64;59,82
5250;36,61;3,228;118,18;59,09
5251;37,01;3,189;118,02;59,01
5252;37,01;3,228;119,47;59,74
5253;37,01;3,268;120,95;60,48
5254;37,01;3,268;120,95;60,48
5255;37,01;3,228;119,47;59,74
5256;37,01;3,189;118,02;59,01
5257;37,01;3,228;119,47;59,74
5258;37,01;3,228;119,47;59,74
5259;36,61;3,228;118,18;59,09
5260;37,01;3,228;119,47;59,74
5261;37,01;3,189;118,02;59,01
5262;37,01;3,189;118,02;59,01
5263;37,01;3,268;120,95;60,48
5264;36,61;3,189;116,75;58,38
5265;36,61;3,268;119,64;59,82
5266;37,01;3,228;119,47;59,74
5267;37,01;3,228;119,47;59,74
5268;37,01;3,268;120,95;60,48
5269;36,61;3,268;119,64;59,82
5270;37,01;3,268;120,95;60,48
5271;37,01;3,15;116,58;58,29
5272;37,01;3,268;120,95;60,48
5273;37,01;3,268;120,95;60,48
5274;36,61;3,268;119,64;59,82
5275;36,61;3,268;119,64;59,82
5276;37,01;3,268;120,95;60,48
5277;37,01;3,228;119,47;59,74
5278;37,01;3,268;120,95;60,48
5279;36,61;3,268;119,64;59,82
5280;36,61;3,268;119,64;59,82
5281;37,01;3,189;118,02;59,01
5282;37,01;3,228;119,47;59,74
5283;37,01;3,268;120,95;60,48
5284;36,61;3,268;119,64;59,82
5285;36,61;3,268;119,64;59,82
5286;37,01;3,268;120,95;60,48
5287;37,01;3,228;119,47;59,74
5288;37,01;3,268;120,95;60,48
5289;36,61;3,268;119,64;59,82
5290;36,61;3,268;119,64;59,82
5291;36,61;3,268;119,64;59,82
5292;37,01;3,228;119,47;59,74
5293;37,01;3,268;120,95;60,48
5294;36,61;3,268;119,64;59,82
5295;36,61;3,268;119,64;59,82
5296;37,01;3,268;120,95;60,48
5297;37,01;3,228;119,47;59,74
5298;36,61;3,268;119,64;59,82
5299;36,61;3,268;119,64;59,82
5300;36,61;3,268;119,64;59,82
5301;37,01;3,268;120,95;60,48
5302;37,01;3,228;119,47;59,74
5303;37,01;3,268;120,95;60,48
5304;36,61;3,268;119,64;59,82
5305;36,61;3,268;119,64;59,82
5306;37,01;3,268;120,95;60,48
5307;37,01;3,228;119,47;59,74
5308;37,01;3,228;119,47;59,74
5309;36,61;3,268;119,64;59,82
5310;36,61;3,268;119,64;59,82
5311;36,61;3,268;119,64;59,82
5312;37,01;3,189;118,02;59,01
5313;36,61;3,268;119,64;59,82
5314;36,61;3,268;119,64;59,82
5315;36,61;3,268;119,64;59,82
5316;37,01;3,268;120,95;60,48
5317;37,01;3,228;119,47;59,74
5318;36,61;3,268;119,64;59,82
5319;37,01;3,268;120,95;60,48
5320;36,61;3,268;119,64;59,82
5321;37,01;3,228;119,47;59,74
5322;37,01;3,268;120,95;60,48
5323;36,61;3,268;119,64;59,82
5324;36,61;3,307;121,07;60,54
5325;36,61;3,268;119,64;59,82
5326;37,01;3,268;120,95;60,48
5327;37,01;3,189;118,02;59,01
5328;37,01;3,268;120,95;60,48
5329;36,61;3,268;119,64;59,82
5330;36,61;3,268;119,64;59,82
5331;36,61;3,268;119,64;59,82
5332;36,61;3,268;119,64;59,82
5333;37,01;3,268;120,95;60,48
5334;36,61;3,268;119,64;59,82
5335;36,61;3,268;119,64;59,82
5336;36,61;3,268;119,64;59,82
5337;37,01;3,228;119,47;59,74
5338;37,01;3,268;120,95;60,48
5339;36,61;3,268;119,64;59,82
5340;36,61;3,268;119,64;59,82
5341;36,61;3,268;119,64;59,82
5342;37,01;3,268;120,95;60,48
5343;37,01;3,268;120,95;60,48
5344;36,61;3,268;119,64;59,82
